die Bank [sound:german-die Bank.mp3]	bank
die Banknote [sound:german-die Banknote.mp3]	bank note
die Bar [sound:german-die Bar.mp3]	bar
die Grundlage [sound:german-die Grundlage.mp3]	base
beruhen auf [sound:german-beruhen auf.mp3]	based
der Keller [sound:german-der Keller.mp3]	basement
grundlegend [sound:german-grundlegend.mp3]	basic
der Korb [sound:german-der Korb.mp3]	basket
das Bad [sound:german-das Bad.mp3]	bath
das Badezimmer [sound:german-das Badezimmer.mp3]	bathroom
die Schlacht [sound:german-die Schlacht.mp3]	battle
die Bucht [sound:german-die Bucht.mp3]	bay
sein [sound:german-sein.mp3]	be
heissen [sound:german-heissen.mp3]	be called
gültig sein [sound:german-gültig sein.mp3]	be valid
der Strand [sound:german-der Strand.mp3]	beach
die Bohne [sound:german-die Bohne.mp3]	bean
der Bär [sound:german-der Bär.mp3]	bear
der Bart [sound:german-der Bart.mp3]	beard
schlagen [sound:german-schlagen.mp3]	beat
schön [sound:german-schön.mp3]	beautiful
die Schönheit [sound:german-die Schönheit.mp3]	beauty
weil [sound:german-weil.mp3]	because
werden [sound:german-werden.mp3]	become
das Bett [sound:german-das Bett.mp3]	bed
das Schlafzimmer [sound:german-das Schlafzimmer.mp3]	bedroom
die Biene [sound:german-die Biene.mp3]	bee<div><br /></div>
das Rindfleisch [sound:german-das Rindfleisch.mp3]	beef
das Steak [sound:german-das Steak.mp3]	beefsteak
das Bier [sound:german-das Bier.mp3]	beer
beginnen [sound:german-beginnen.mp3]	begin
der Anfang [sound:german-der Anfang.mp3]	beginning
das Benehmen [sound:german-das Benehmen.mp3]	behavior
hinter [sound:german-hinter.mp3]	behind
der Glauben [sound:german-der Glauben.mp3]	belief
glauben [sound:german-glauben.mp3]	believe
die Klingel [sound:german-die Klingel.mp3]	bell (door)
unter [sound:german-unter.mp3]	below
der Gurt [sound:german-der Gurt.mp3]	belt
der Nutzen [sound:german-der Nutzen.mp3]	benefit
neben [sound:german-neben.mp3]	beside
ausserdem [sound:german-ausserdem.mp3]	besides
die Wette [sound:german-die Wette.mp3]	bet
besser [sound:german-besser.mp3]	better
zwischen [sound:german-zwischen.mp3]	between
das Getränk [sound:german-das Getränk.mp3]	beverage
jenseits [sound:german-jenseits.mp3]	beyond
die Bibel [sound:german-die Bibel.mp3]	bible
das Fahrrad [sound:german-das Fahrrad.mp3]	bicycle
groß [sound:german-gross.mp3]	big
die Rechnung [sound:german-die Rechnung.mp3]	bill (noun)
der Vogel [sound:german-der Vogel.mp3]	bird
die Geburt [sound:german-die Geburt.mp3]	birth
der Geburtstag [sound:german-der Geburtstag.mp3]	birthday
das Biscuit [sound:german-das Biscuit.mp3]	biscuit
die Stück [sound:german-die Stück.mp3]	bit
bitter [sound:german-bitter.mp3]	bitter
schwarz [sound:german-schwarz.mp3]	black
die Decke [sound:german-die Decke.mp3]	blanket
blind [sound:german-blind.mp3]	blind
der Block [sound:german-der Block.mp3]	block
das Blut [sound:german-das Blut.mp3]	blood
die Bluse [sound:german-die Bluse.mp3]	blouse
blau [sound:german-blau.mp3]	blue
die Brett [sound:german-die Brett.mp3]	board
das Boot [sound:german-das Boot.mp3]	boat
der Körper [sound:german-der Körper.mp3]	body
kochen [sound:german-kochen.mp3]	boil
der Knochen [sound:german-der Knochen.mp3]	bone
das Buch [sound:german-das Buch.mp3]	book
die Buchhandlung [sound:german-die Buchhandlung.mp3]	bookshop
langweilg [sound:german-langweilg.mp3]	boring
beide [sound:german-beide.mp3]	both
die Flasche [sound:german-die Flasche.mp3]	bottle
der Boden [sound:german-der Boden.mp3]	bottom
die Schale [sound:german-die Schale.mp3]	bowl
die Schachtel [sound:german-die Schachtel.mp3]	box
der Junge [sound:german-der Junge.mp3]	boy
das Gehirn [sound:german-das Gehirn.mp3]	brain
die Bremse [sound:german-die Bremse.mp3]	brake
das Brot [sound:german-das Brot.mp3]	bread
brechen [sound:german-brechen.mp3]	break
das Frühstück [sound:german-das Frühstück.mp3]	breakfast
die Brust [sound:german-die Brust.mp3]	breast
der Atem [sound:german-der Atem.mp3]	breath
die Brücke [sound:german-die Brücke.mp3]	bridge
kurz [sound:german-kurz.mp3]	brief
hell [sound:german-hell.mp3]	bright / light
strahlend [sound:german-strahlend.mp3]	brilliant
bringen [sound:german-bringen.mp3]	bring
breit [sound:german-breit.mp3]	broad
pleite [sound:german-pleite.mp3]	broke
der Besen [sound:german-der Besen.mp3]	broom
der Bruder [sound:german-der Bruder.mp3]	brother
braun [sound:german-braun.mp3]	brown
die Bürste [sound:german-die Bürste.mp3]	brush
die Budget [sound:german-die Budget.mp3]	budget
bauen [sound:german-bauen.mp3]	to build
das Gebäude [sound:german-das Gebäude.mp3]	building
brennen [sound:german-brennen.mp3]	burn
die Verbrennung [sound:german-die Verbrennung.mp3]	burning
der Bus [sound:german-der Bus.mp3]	bus
das Geschäft [sound:german-das Geschäft.mp3]	business
beschäftigt [sound:german-beschäftigt.mp3]	busy
aber [sound:german-aber.mp3]	but
der Metzger [sound:german-der Metzger.mp3]	butcher
die Butter [sound:german-die Butter.mp3]	butter
der Schmetterling [sound:german-der Schmetterling.mp3]	butterfly
der Knopf [sound:german-der Knopf.mp3]	button
kaufen [sound:german-kaufen.mp3]	buy
durch, von [sound:german-durch, von.mp3]	by (a person)
zufällig [sound:german-zufällig.mp3]	by chance
auswendig [sound:german-auswendig.mp3]	by heart
übrigens [sound:german-übrigens.mp3]	by the way
der Gewinn [sound:german-der Gewinn.mp3]	gain
das Spiel [sound:german-das Spiel.mp3]	game
der Garten (nur Singular) [sound:german-der Garten.mp3]	garden
das Gas [sound:german-das Gas.mp3]	gas
das Benzin [sound:german-das Benzin.mp3]	gasoline
allgemein [sound:german-allgemein.mp3]	general
bekommen [sound:german-bekommen.mp3]	get
das Mädchen [sound:german-das Mädchen.mp3]	girl
geben [sound:german-geben.mp3]	give
fröhlich, dieroh [sound:german-fröhlich, dieroh.mp3]	glad
gerne [sound:german-gerne.mp3]	gladly
das Glas [sound:german-das Glas.mp3]	glass
die Brille [sound:german-die Brille.mp3]	glasses
gehen [sound:german-gehen.mp3]	go
das Gott [sound:german-das Gott.mp3]	God
das Gold [sound:german-das Gold.mp3]	gold
der Goldfisch [sound:german-der Goldfisch.mp3]	goldfish
gut [sound:german-gut.mp3]	good
auf Wiedersehen [sound:german-auf Wiedersehen.mp3]	good-bye
die Waren (nur plural) [sound:german-die Waren.mp3]	goods
die Gans [sound:german-die Gans.mp3]	goose
die Regierung [sound:german-die Regierung.mp3]	government
allmählich [sound:german-allmählich.mp3]	gradually
der Grossvater [sound:german-der Grossvater.mp3]	grandfather
die Grossmutter [sound:german-die Grossmutter.mp3]	grandmother
das Gras [sound:german-das Gras.mp3]	grass
grau [sound:german-grau.mp3]	gray
grün [sound:german-grün.mp3]	green
Wünsche, pl [sound:german-Wünsche, pl.mp3]	greetings
die Gruppe [sound:german-die Gruppe.mp3]	group
wachsen [sound:german-wachsen.mp3]	grow
vermuten [sound:german-vermuten.mp3]	guess
der Gast [sound:german-der Gast.mp3]	guest
das Gewehr [sound:german-das Gewehr.mp3]	gun
der Kerl [sound:german-der Kerl.mp3]	guy
die Haare [sound:german-Haare.mp3]	hair
halb [sound:german-halb.mp3]	half
die Halle [sound:german-die Halle.mp3]	hall
der Schinken [sound:german-der Schinken.mp3]	ham
der Hammer [sound:german-der Hammer.mp3]	hammer
der Hamster [sound:german-der Hamster.mp3]	hamster
die Hand [sound:german-die Hand.mp3]	hand
die Handtasche [sound:german-die Handtasche.mp3]	handbag
das Taschentuch [sound:german-das Taschentuch.mp3]	handkerchief
umgehen mit [sound:german-umgehen mit.mp3]	handle
hängen [sound:german-hängen.mp3]	hang
geschehen [sound:german-geschehen.mp3]	happen
glücklich [sound:german-glücklich.mp3]	happy
hard [sound:german-hard.mp3]	hard
kaum [sound:german-kaum.mp3]	hardly
die Ernte [sound:german-die Ernte.mp3]	harvest
der Hut [sound:german-der Hut.mp3]	hat
hassen [sound:german-hassen.mp3]	hate
haben [sound:german-haben.mp3]	have
er [sound:german-er.mp3]	he
der Kopf [sound:german-der Kopf.mp3]	head
die Gesundheit [sound:german-die Gesundheit.mp3]	health
gesund [sound:german-gesund.mp3]	healthy
hören [sound:german-hören.mp3]	hear
das Herz [sound:german-das Herz.mp3]	heart
die Hitze [sound:german-die Hitze.mp3]	heat
schwer [sound:german-schwer.mp3]	heavy
die Hölle [sound:german-die Hölle.mp3]	hell
Hilfe [sound:german-Hilfe.mp3]	help (noun)
helfen [sound:german-helfen.mp3]	to help
das Huhn [sound:german-das Huhn.mp3]	hen
hier [sound:german-hier.mp3]	here
der Held [sound:german-der Held.mp3]	hero
hoch [sound:german-hoch.mp3]	high
die Landstrasse [sound:german-die Landstrasse.mp3]	highway
der Hügel [sound:german-der Hügel.mp3]	hill
ihn, sie, es [sound:german-ihn, sie, es.mp3]	him, her, it
die Geschichte [sound:german-die Geschichte.mp3]	history
halten [sound:german-halten.mp3]	hold
das Loch [sound:german-das Loch.mp3]	hole
Ferien, pl [sound:german-Ferien, pl.mp3]	holiday
zuhause [sound:german-zuhause.mp3]	home, at home
die Ehre [sound:german-die Ehre.mp3]	honor
die Hoffnung [sound:german-die Hoffnung.mp3]	hope
schrecklich [sound:german-schrecklich.mp3]	horrible
das Pferd [sound:german-das Pferd.mp3]	horse
das Spital [sound:german-das Spital.mp3]	hospital
heiss [sound:german-heiss.mp3]	hot
das Hotel [sound:german-das Hotel.mp3]	hotel, inn
die Stunde [sound:german-die Stunde.mp3]	hour
das Haus [sound:german-das Haus.mp3]	house
wie auch immer [sound:german-wie auch immer.mp3]	however
riesig [sound:german-riesig.mp3]	huge
menschlich [sound:german-menschlich.mp3]	human (adj)
hundert [sound:german-hundert.mp3]	hundred
hungrig [sound:german-hungrig.mp3]	hungry
sich beeilen [sound:german-sich beeilen.mp3]	hurry
verletzen [sound:german-verletzen.mp3]	hurt, injure
der Ehemann [sound:german-der Ehemann.mp3]	husband
ich [sound:german-ich.mp3]	I
das Eis [sound:german-das Eis.mp3]	ice
Eiskrem, Eis [sound:german-Eiskrem, Eis.mp3]	ice cream
die Idee [sound:german-die Idee.mp3]	idea
ideal [sound:german-ideal.mp3]	ideal
wenn [sound:german-wenn.mp3]	if
das Bild [sound:german-das Bild.mp3]	image
sich vorstellen [sound:german-sich vorstellen.mp3]	imagine
sofort [sound:german-sofort.mp3]	immediately
der Einfluss [sound:german-der Einfluss.mp3]	impact
wichtig [sound:german-wichtig.mp3]	important
unmöglich [sound:german-unmöglich.mp3]	impossible
verbessern [sound:german-verbessern.mp3]	improve
in [sound:german-in.mp3]	in
trotz [sound:german-trotz.mp3]	in spite of
der Zoll [sound:german-der Zoll.mp3]	inch
beinhalten [sound:german-beinhalten.mp3]	include
zunehmen [sound:german-zunehmen.mp3]	increase
unabhängig [sound:german-unabhängig.mp3]	independent
Inhaltsverzeichnis [sound:german-Inhaltsverzeichnis.mp3]	index
Zeigefinger [sound:german-Zeigefinger.mp3]	index finger
anfänglich [sound:german-anfänglich.mp3]	initial
das Insekt [sound:german-das Insekt.mp3]	insect
drinnen [sound:german-drinnen.mp3]	inside
anstatt [sound:german-anstatt.mp3]	instead
Interesse [sound:german-Interesse.mp3]	interest
interessant [sound:german-interessant.mp3]	interesting
die Innere [sound:german-die Innere.mp3]	interior
einladen [sound:german-einladen.mp3]	invite
verwickeln [sound:german-verwickeln.mp3]	involve
das Eisen [sound:german-das Eisen.mp3]	iron
die Insel [sound:german-die Insel.mp3]	island
das Problem [sound:german-das Problem.mp3]	issue
es [sound:german-es.mp3]	it
es ist kalt [sound:german-es ist kalt.mp3]	it's cold
es ist neblig [sound:german-es ist neblig.mp3]	it's foggy
es friert Kälte ein [sound:german-es friert Kälte ein.mp3]	it's freezing
es ist nett [sound:german-es ist nett.mp3]	it's nice
es ist regnerisch [sound:german-es ist regnerisch.mp3]	it's rainy
es ist schneebedeckt [sound:german-es ist schneebedeckt.mp3]	it's snowy
es ist sonnig [sound:german-es ist sonnig.mp3]	it's sunny
es ist windig [sound:german-es ist windig.mp3]	it's windy
die Jacke [sound:german-die Jacke.mp3]	jacket
die Marmelade [sound:german-die Marmelade.mp3]	jam
der Januar [sound:german-der Januar.mp3]	January
der Job [sound:german-der Job.mp3]	job
sich anschliessen [sound:german-sich anschliessen.mp3]	join
der Richter [sound:german-der Richter.mp3]	judge
der Saft [sound:german-der Saft.mp3]	juice
der Juli [sound:german-der Juli.mp3]	July
springen [sound:german-springen.mp3]	jump
der Juni [sound:german-der Juni.mp3]	June
nur [sound:german-nur.mp3]	just (only)
die Gerechtigkeit [sound:german-die Gerechtigkeit.mp3]	justice
der Schlüssel [sound:german-der Schlüssel.mp3]	key
töten [sound:german-töten.mp3]	kill
die Art [sound:german-die Art.mp3]	kind
der König [sound:german-der König.mp3]	king
der Kuss [sound:german-der Kuss.mp3]	kiss
die Küche [sound:german-die Küche.mp3]	kitchen
das Kätzchen [sound:german-das Kätzchen.mp3]	kitten
das Knie [sound:german-das Knie.mp3]	knee
das Messer, die Messer [sound:german-das Messer.mp3]	knife
kennen [sound:german-kennen.mp3]	know (person)
können [sound:german-können.mp3]	know to
das Wissen [sound:german-das Wissen.mp3]	knowledge
die Arbeit [sound:german-die Arbeit.mp3]	labor
mangeln [sound:german-mangeln.mp3]	lack
die Leiter, - [sound:german-die Leiter.mp3]	ladder
die Dame [sound:german-die Dame.mp3]	lady
der See [sound:german-der See.mp3]	lake
die Lampe [sound:german-die Lampe.mp3]	lamp
das Land [sound:german-das Land.mp3]	land
die Sprache [sound:german-die Sprache.mp3]	language
letzte [sound:german-letzte.mp3]	last (previous)
spät [sound:german-spät.mp3]	late
lachen [sound:german-lachen.mp3]	to laugh
das Recht [sound:german-das Recht.mp3]	law
legen [sound:german-legen.mp3]	to lay, to place, to put
führen [sound:german-führen.mp3]	lead
Anführer, d [sound:german-Anführer, d.mp3]	leader
lernen [sound:german-lernen.mp3]	to learn
weggehen [sound:german-weggehen.mp3]	leave
links [sound:german-links.mp3]	left
das Bein [sound:german-das Bein.mp3]	leg
gesetzlich [sound:german-gesetzlich.mp3]	legal
die Zitrone [sound:german-die Zitrone.mp3]	lemon
die Länge [sound:german-die Länge.mp3]	length
weniger [sound:german-weniger.mp3]	less
lassen [sound:german-lassen.mp3]	let (allow)
der Brief [sound:german-der Brief.mp3]	letter
die Bibliothek [sound:german-die Bibliothek.mp3]	library
liegen [sound:german-liegen.mp3]	lie
lügen [sound:german-lügen.mp3]	lie
die Leben [sound:german-die Leben.mp3]	life
heben [sound:german-heben.mp3]	lift (verb)
leicht [sound:german-leicht.mp3]	light (adjective)
Licht [sound:german-Licht.mp3]	light (electr)
der Blitz [sound:german-der Blitz.mp3]	lightning
mögen [sound:german-mögen.mp3]	like (verb)
wahrscheinlich [sound:german-wahrscheinlich.mp3]	likely
die Linie [sound:german-die Linie.mp3]	line
die Lippe [sound:german-die Lippe.mp3]	lip
flüssig [sound:german-flüssig.mp3]	liquid
die Liste [sound:german-die Liste.mp3]	list
hören, zuhören [sound:german-hören, zuhören.mp3]	listen
die Literatur [sound:german-die Literatur.mp3]	literature
wenig [sound:german-wenig.mp3]	little (amount)
klein [sound:german-klein.mp3]	little (size)
leben [sound:german-leben.mp3]	live
wohnen [sound:german-wohnen.mp3]	live, dwell
lokal [sound:german-lokal.mp3]	local
gelegen [sound:german-gelegen.mp3]	located
der Standort [sound:german-der Standort.mp3]	location
das Schloss [sound:german-das Schloss.mp3]	lock (noun)
lang [sound:german-lang.mp3]	long (object)
lange [sound:german-lange.mp3]	long (time)
schauen [sound:german-schauen.mp3]	look
verlieren [sound:german-verlieren.mp3]	lose
der Verlust [sound:german-der Verlust.mp3]	loss
der Haufen [sound:german-der Haufen.mp3]	lot / pile
laut [sound:german-laut.mp3]	loud
die Liebe [sound:german-die Liebe.mp3]	love (noun)
lieben [sound:german-lieben.mp3]	to love&nbsp;
leise [sound:german-leise.mp3]	low
das Glück [sound:german-das Glück.mp3]	luck
das Mittagessen [sound:german-das Mittagessen.mp3]	lunch
die Maschine [sound:german-die Maschine.mp3]	machine
das Magazin [sound:german-das Magazin.mp3]	magazine
die Post [sound:german-die Post.mp3]	mail
instandhalten [sound:german-instandhalten.mp3]	maintain
die Mehrheit [sound:german-die Mehrheit.mp3]	majority
machen [sound:german-machen.mp3]	to make
der Mann / der derensch [sound:german-der Mann / der derensch.mp3]	man
viele [sound:german-viele.mp3]	many
die Landkarte [sound:german-die Landkarte.mp3]	map
der März [sound:german-der März.mp3]	March
marschieren [sound:german-marschieren.mp3]	march
kennzeichnen [sound:german-kennzeichnen.mp3]	mark
der Markt [sound:german-der Markt.mp3]	market
die Hochzeit [sound:german-die Hochzeit.mp3]	marriage
verheiratet [sound:german-verheiratet.mp3]	married
die Messe [sound:german-die Messe.mp3]	mass
das Material [sound:german-das Material.mp3]	material
der Gegenstand [sound:german-der Gegenstand.mp3]	matter
das Maximum [sound:german-das Maximum.mp3]	maximum
der Mai [sound:german-der Mai.mp3]	May
dürfen [sound:german-dürfen.mp3]	may
vielleicht [sound:german-vielleicht.mp3]	maybe
die Wiese [sound:german-die Wiese.mp3]	meadow
die Mahlzeit [sound:german-die Mahlzeit.mp3]	meal
meinen, denken [sound:german-meinen, denken.mp3]	mean
die Bedeutung [sound:german-die Bedeutung.mp3]	meaning
das Mittel [sound:german-das Mittel.mp3]	means
unterdessen [sound:german-unterdessen.mp3]	meanwhile
das Maß(e) [sound:german-das Mass.mp3]	measure (noun)
das Fleisch [sound:german-das Fleisch.mp3]	meat
treffen [sound:german-treffen.mp3]	to meet
das Mitglied [sound:german-das Mitglied.mp3]	member
das Gedächtnis [sound:german-das Gedächtnis.mp3]	memory
erwähnen [sound:german-erwähnen.mp3]	mention
die Botschaft [sound:german-die Botschaft.mp3]	message
das Metall [sound:german-das Metall.mp3]	metal
die Methode [sound:german-die Methode.mp3]	method
Mittag [sound:german-Mittag.mp3]	midday, dasoon
Mitternacht [sound:german-Mitternacht.mp3]	midnight
die Meile [sound:german-die Meile.mp3]	mile
die Milch [sound:german-die Milch.mp3]	milk
die Million [sound:german-die Million.mp3]	million
der Sinn / der Geist [sound:german-der Sinn.mp3]&nbsp;<span style=" font-style: normal; font-weight: normal;">[sound:german-der Geist.mp3]</span>	mind
das Minimum [sound:german-das Minimum.mp3]	minimum
der Minister [sound:german-der Minister.mp3]	minister
die Minute [sound:german-die Minute.mp3]	minute
der Spiegel [sound:german-der Spiegel.mp3]	mirror
Fräulein [sound:german-Fräulein.mp3]	Miss
vermissen [sound:german-vermissen.mp3]	miss (verb)
der Fehler [sound:german-der Fehler.mp3]	mistake
modern [sound:german-modern.mp3]	modern
der Augenblick / der deroment [sound:german-der Augenblick / der deroment.mp3]	moment
der Montag [sound:german-der Montag.mp3]	Monday
das Geld [sound:german-das Geld.mp3]	money
der Monat [sound:german-der Monat.mp3]	month
der Mond [sound:german-der Mond.mp3]	moon
mehr [sound:german-mehr.mp3]	more
der Morgen [sound:german-der Morgen.mp3]	morning
die meisten [sound:german-die meisten.mp3]	most
die Mutter [sound:german-die Mutter.mp3]	mother
die Bewegung [sound:german-die Bewegung.mp3]	motion
der Motor [sound:german-der Motor.mp3]	motor
der Berg [sound:german-der Berg.mp3]	mountain
die Maus [sound:german-die Maus.mp3]	mouse
der Mund [sound:german-der Mund.mp3]	mouth
bewegen [sound:german-bewegen.mp3]	move
Herr [sound:german-Herr.mp3]	Mr.
Frau [sound:german-Frau.mp3]	Mrs.
viel [sound:german-viel.mp3]	much
der Mord [sound:german-der Mord.mp3]	murder
die Musik [sound:german-die Musik.mp3]	music
müssen [sound:german-müssen.mp3]	must
mich [sound:german-mich.mp3]	myself
der Nagel [sound:german-der Nagel.mp3]	nail
der Name [sound:german-der Name.mp3]	name
die Serviette [sound:german-die Serviette.mp3]	napkin
eng [sound:german-eng.mp3]	narrow
böse, schlimm [sound:german-böse, schlimm.mp3]	nasty
natürlich [sound:german-natürlich.mp3]	natural
die Natur [sound:german-die Natur.mp3]	nature
nahe [sound:german-nahe.mp3]	near
notwendig [sound:german-notwendig.mp3]	necessary
der Hals [sound:german-der Hals.mp3]	neck
brauchen [sound:german-brauchen.mp3]	need
die Nadel [sound:german-die Nadel.mp3]	needle
der Nachbar [sound:german-der Nachbar.mp3]	neighbor
die Nachbarschaft [sound:german-die Nachbarschaft.mp3]	neighborhood
nie [sound:german-nie.mp3]	never
trotzdem [sound:german-trotzdem.mp3]	nevertheless
